CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,TenureByAge,CreditScoreGivenAge
0.366,0,1,0.24324324324324326,0.7000000000000001,0.3400253066892618,0.0,-1,1,0.7836764911049005,0,5.1279675568897266e-05,0.35,0.2366880664652568
0.406,1,1,0.3108108108108108,0.9,0.43887356814872525,0.3333333333333333,-1,-1,0.40947525488684167,0,0.00012666402605530949,0.3951219512195121,0.20533674747623604
0.33999999999999997,2,0,0.3243243243243243,0.6000000000000001,0.0,0.3333333333333333,1,1,0.17201127707696084,0,0.0,0.2571428571428571,0.17900302114803623
0.7439999999999999,2,0,0.14864864864864863,0.9,0.0,0.3333333333333333,1,1,0.710175271738451,0,0.0,0.5586206896551724,0.4767684133763933
0.25,0,0,0.36486486486486486,0.0,0.5351337668612783,0.0,1,-1,0.13907033121663118,1,0.0004546215413648539,0.0,0.13557401812688824
0.2799999999999999,2,1,0.1756756756756757,0.30000000000000004,0.5789610833625718,0.0,-1,1,0.570330416554781,0,0.0001199724926865702,0.17419354838709675,0.2605009258356885
0.908,2,1,0.2027027027027027,0.7000000000000001,0.3050983767951363,0.0,-1,1,0.49225636048242605,0,7.324878272259289e-05,0.3818181818181818,0.4640895358418017
0.9999999999999999,0,1,0.24324324324324326,0.7000000000000001,0.0,0.0,1,1,0.20402608449106888,0,0.0,0.35,0.4461858006042295
0.46399999999999986,1,1,0.3108108108108108,0.6000000000000001,0.28039065582364536,0.3333333333333333,-1,1,0.8903973329452962,0,3.7218115445920505e-05,0.2634146341463414,0.2221649104708569
0.244,2,1,0.2972972972972973,0.4,0.0,0.0,1,-1,0.35074669630949756,0,0.0,0.18,0.16518126888217527
0.22999999999999998,0,0,0.445945945945946,0.8,0.48833500486193426,0.0,-1,-1,0.9065169223660858,1,6.366740306486635e-05,0.28235294117647053,0.10136395948107334
0.41200000000000003,0,0,0.5810810810810811,0.2,0.46799618920973063,0.0,1,1,0.47075620721778927,0,0.00011748861378558481,0.05901639344262294,0.1012951314942301
0.9679999999999999,0,0,0.4189189189189189,0.2,0.5236969320890407,0.0,-1,-1,0.97186371298459,1,6.368713654421547e-05,0.07346938775510202,0.28938282261545095
0.62,2,0,0.5810810810810811,0.5,0.6214918176539327,0.0,1,1,0.7917096582723651,0,9.277706821405205e-05,0.14754098360655735,0.1418577584072111
0.852,1,0,0.1891891891891892,0.4,0.4361178277602672,0.3333333333333333,1,1,0.6325898123270772,0,8.14788385993913e-05,0.22499999999999998,0.4613859516616313
0.9580000000000001,1,0,0.12162162162162166,0.9,0.4465784095845449,0.0,1,1,0.5985403105996623,1,8.817901431186362e-05,0.5999999999999999,0.6149295065458207
0.574,1,0,0.2837837837837838,0.9,0.5494015518412276,0.0,1,1,0.5881122647212809,1,0.00011040527459744364,0.4153846153846154,0.273036253776435
0.4,1,1,0.27027027027027034,0.2,0.4120851617483418,0.0,-1,1,0.454376142921649,0,0.00010718130704950457,0.09473684210526315,0.22879233582445535
0.852,1,0,0.25675675675675674,0.2,0.4135911118334939,0.3333333333333333,1,-1,0.9705303856518297,0,5.036618828519788e-05,0.0972972972972973,0.3834204294929369
0.6960000000000001,1,1,0.35135135135135137,1.0,0.4637873887361997,0.3333333333333333,1,-1,0.9903324767515297,0,5.5349723582342394e-05,0.40909090909090906,0.26186143916506455
0.46999999999999986,1,1,0.24324324324324326,0.5,0.5821127215436356,0.3333333333333333,-1,-1,0.43210621614364175,0,0.00015920669141547084,0.25,0.2710536253776435
0.876,0,0,0.2027027027027027,0.5,0.0,0.3333333333333333,-1,-1,0.584888906890608,0,0.0,0.2727272727272727,0.4525542433397418
0.61,1,1,0.3108108108108108,0.8,0.5004500831393337,0.0,-1,-1,0.8202251315000582,1,7.211074301491854e-05,0.35121951219512193,0.26452545869869576
0.5019999999999999,1,1,0.3243243243243243,0.1,0.3925726178306101,0.0,1,-1,0.20003500334281923,1,0.0002318949235760683,0.04285714285714285,0.22488670694864055
0.5379999999999999,0,1,0.3378378378378379,0.1,0.49905489515683443,0.0,1,1,0.567048703151151,0,0.00010401274236939468,0.04186046511627906,0.2269286165952365
0.612,0,1,0.36486486486486486,0.5,0.5096268369360644,0.0,1,-1,0.43552154230729034,0,0.00013828906658333462,0.19999999999999996,0.23126888217522656
0.7499999999999999,1,1,0.013513513513513542,0.0,0.3024662324053563,0.0,-1,-1,0.22803262711588954,0,0.00015673737632850138,0.0,0.79227619653363
0.32199999999999995,2,0,0.6486486486486487,0.4,0.0,0.0,1,-1,0.008158429129981912,1,0.0,0.1090909090909091,0.06864528975556165
0.5279999999999999,0,1,0.445945945945946,0.4,0.16216113881137956,0.0,1,1,0.23384083179943682,0,8.194488379627741e-05,0.14117647058823526,0.17087257863870625
0.7839999999999999,1,1,0.22972972972972977,0.5,0.5454684808481405,0.0,-1,-1,0.422530301643807,0,0.00015256510862346508,0.2571428571428571,0.388821752265861
0.674,1,0,0.12162162162162166,0.9,0.6071344743995462,0.3333333333333333,-1,-1,0.6324766015154447,0,0.00011344976649361476,0.5999999999999999,0.48980362537764355
0.41000000000000003,2,1,0.2027027027027027,0.1,0.2235357391520996,0.3333333333333333,-1,-1,0.8940181287312938,0,2.9551222386887377e-05,0.05454545454545455,0.28457154627849485
0.668,2,1,0.5135135135135136,0.8,0.31370171052318496,0.0,1,1,0.49698136172004426,0,7.459833285658925e-05,0.2571428571428571,0.1750377643504532
0.5059999999999999,1,1,0.10810810810810811,0.4,0.4351024354151122,0.0,1,1,0.4641897801240018,0,0.00011077575080282328,0.27692307692307694,0.43622182198466175
0.8019999999999999,1,0,0.24324324324324326,0.6000000000000001,0.6768941923790652,0.3333333333333333,1,1,0.13874715035285867,0,0.0005763926551800734,0.29999999999999993,0.3807590634441087
0.46199999999999986,1,0,0.21621621621621623,0.1,0.4050769776685028,0.0,1,-1,0.5521523805523427,0,8.670337526190285e-05,0.052941176470588235,0.2909965345654879
0.7699999999999999,1,1,0.3378378378378379,1.0,0.4909563480535065,0.3333333333333333,1,1,0.9834024149306257,0,5.900502151439335e-05,0.4186046511627906,0.291110447551465
0.622,1,0,0.22972972972972977,0.5,0.6007440311721783,0.3333333333333333,-1,1,0.5682806207992863,0,0.00012493534000401654,0.2571428571428571,0.333761329305136
0.65,0,0,0.040540540540540515,0.8,0.39208453121345005,0.0,1,-1,0.09096578723268071,0,0.0005091294200233686,0.6857142857142855,0.6491691842900302
0.7759999999999999,1,1,0.5405405405405406,0.2,0.5330667921784499,1.0,1,-1,0.14182494428217893,1,0.00044407329915581705,0.06206896551724136,0.1871679341598083
0.926,0,1,0.14864864864864863,0.6000000000000001,0.0,0.0,1,-1,0.1697276589914337,0,0.0,0.3724137931034483,0.5514246275653714
0.614,2,0,0.25675675675675674,0.0,0.6520861916485694,0.0,-1,1,0.22098095368107654,0,0.00034868985245305493,0.0,0.3069016902098473
0.5079999999999999,1,0,0.09459459459459457,0.5,0.6288642532113338,0.3333333333333333,1,1,0.2921040459363869,0,0.0002544111771220802,0.36,0.4592447129909365
0.33799999999999997,0,1,0.24324324324324326,0.9,0.0,0.3333333333333333,-1,1,0.7278236071544831,0,0.0,0.44999999999999996,0.22743580060422952
0.7699999999999999,0,0,0.040540540540540515,0.1,0.7123138721382855,0.3333333333333333,1,-1,0.11189278576104017,0,0.0007520514586827909,0.0857142857142857,0.7171450151057401
0.628,0,1,0.5,0.8,0.0,0.3333333333333333,1,1,0.6958167504996727,0,0.0,0.2618181818181818,0.1716698709145839
0.656,0,0,0.1891891891891892,0.9,0.0,0.0,1,1,0.7410660718098578,0,0.0,0.50625,0.38852435800604224
0.814,2,1,0.2027027027027027,0.5,0.30790676804275396,0.0,-1,1,0.9712330027517627,0,3.746906423529023e-05,0.2727272727272727,0.4302046141170006
0.132,1,0,0.3108108108108108,1.0,0.48700912788933554,0.3333333333333333,1,-1,0.4914970879719013,0,0.00011710297388105388,0.4390243902439024,0.1258381843637167
0.63,0,0,0.21621621621621623,0.1,0.38519838871631107,0.3333333333333333,-1,-1,0.8570922523100956,0,5.311662687934758e-05,0.052941176470588235,0.3497756353296606
0.854,0,0,0.1891891891891892,0.2,0.0,0.0,1,-1,0.6822982094790052,1,0.0,0.11249999999999999,0.46212943731117817
0.386,0,0,0.24324324324324326,0.30000000000000004,0.0,0.3333333333333333,-1,-1,0.13005247001088602,0,0.0,0.14999999999999997,0.24329682779456197
0.31199999999999994,0,0,0.21621621621621623,0.4,0.359937455083855,0.0,1,1,0.7961945865830187,0,5.3429261635487966e-05,0.21176470588235288,0.23851519459747644
0.2859999999999999,0,0,0.37837837837837845,0.4,0.0,0.3333333333333333,1,-1,0.009481305464671876,0,0.0,0.15652173913043474,0.13942433994483122
0.604,2,0,0.7702702702702704,1.0,0.0,0.3333333333333333,1,1,0.5733756073705039,0,0.0,0.23999999999999996,0.09126888217522659
0.7999999999999999,2,1,0.05405405405405406,0.30000000000000004,0.484985039144778,0.0,1,-1,0.6432202775365047,1,8.911123335890484e-05,0.24545454545454543,0.6955163416643779
0.7579999999999999,0,1,0.16216216216216217,0.9,0.0,0.3333333333333333,1,-1,0.7593613690107405,0,0.0,0.5399999999999999,0.46257552870090635
0.592,0,0,0.37837837837837845,0.4,0.0,0.6666666666666667,1,-1,0.4662437262758593,1,0.0,0.15652173913043474,0.21855707342703268
0.57,1,0,0.13513513513513514,0.30000000000000004,0.3253259919196675,0.3333333333333333,1,1,0.7839737694949866,0,4.904424908286318e-05,0.19285714285714284,0.423999244712991
0.594,2,0,0.35135135135135137,0.5,0.0,0.6666666666666667,1,1,0.8710513854073063,1,0.0,0.20454545454545453,0.23428488052732765
0.916,0,1,0.36486486486486486,0.7000000000000001,0.47280770451460996,0.3333333333333333,1,-1,0.7356746569297367,0,7.595694736947869e-05,0.27999999999999997,0.31163141993957705
0.348,0,0,0.24324324324324326,1.0,0.0,0.3333333333333333,1,-1,0.5480672904262357,0,0.0,0.5,0.23074018126888218
0.838,0,1,0.14864864864864863,0.8,0.0,0.3333333333333333,1,1,0.8614774210937143,0,0.0,0.49655172413793097,0.5153271174080633
0.7599999999999999,2,1,0.3243243243243243,0.4,0.0,0.3333333333333333,-1,1,0.4298955050207295,0,0.0,0.1714285714285714,0.2979607250755287
0.32999999999999996,2,1,0.22972972972972977,1.0,0.7025719087777832,0.0,-1,1,0.6063889101409184,0,0.0001369307530767629,0.5142857142857142,0.2345166163141994
0.846,2,1,0.3108108108108108,0.9,0.40983747624384076,0.0,-1,1,0.32294919164780234,0,0.000149969360341404,0.3951219512195121,0.33299867364232555
0.928,1,1,0.14864864864864863,0.8,0.386955516480815,0.3333333333333333,1,1,0.9864169528189942,0,4.6363686083189253e-05,0.49655172413793097,0.552245025523492
0.7199999999999999,2,1,0.05405405405405406,0.8,0.0,0.3333333333333333,-1,-1,0.4982148795209942,0,0.0,0.6545454545454547,0.6522589947816533
0.126,0,1,0.21621621621621623,0.9,0.0,0.3333333333333333,-1,-1,0.03261611483896712,0,0.0,0.4764705882352941,0.1734383330371424
0.63,0,0,0.2972972972972973,0.6000000000000001,0.0,0.0,1,1,0.8092595342855242,0,0.0,0.26999999999999996,0.2799754531722054
0.5459999999999999,0,0,0.35135135135135137,0.6000000000000001,0.0,0.3333333333333333,-1,-1,0.8358340721538906,0,0.0,0.24545454545454543,0.22130767646251026
0.7759999999999999,0,1,0.1756756756756757,0.9,0.32951287114222355,0.0,1,-1,0.20981573740292198,0,0.00018557412340554298,0.5225806451612903,0.4508332521196764
0.356,2,1,0.24324324324324326,0.7000000000000001,0.0,0.3333333333333333,1,-1,0.30265380343822834,0,0.0,0.35,0.23338368580060415
0.64,2,0,0.6351351351351351,0.1,0.0,0.0,1,1,0.8883053331593166,1,0.0,0.02769230769230769,0.12967696955612362
0.5439999999999999,2,0,0.37837837837837845,0.4,0.4267600044304842,0.3333333333333333,1,1,0.15487984102481786,1,0.0003255587791317159,0.15652173913043474,0.20614409562590313
0.46399999999999986,1,1,0.1891891891891892,0.1,0.3544810564321155,0.0,1,1,0.050219545966639814,0,0.0008333409263004885,0.056249999999999994,0.3171497356495468
0.87,1,0,0.24324324324324326,0.2,0.39779836506527416,0.0,-1,1,0.18484235244465844,0,0.00025428949082226845,0.09999999999999998,0.40322885196374625
0.5099999999999999,2,1,0.2027027027027027,0.5,0.5982221706032119,0.0,-1,-1,0.3592903622295929,0,0.00019676592161205,0.2727272727272727,0.32061933534743187
0.258,1,1,0.22972972972972977,0.9,0.37000636393844216,0.0,1,-1,0.49723888631364294,1,8.794202702479697e-05,0.46285714285714274,0.21004531722054376
0.67,1,1,0.16216216216216217,0.30000000000000004,0.3608509335403869,0.0,-1,1,0.3153866194221548,0,0.00013520967680112343,0.18,0.42768126888217506
0.376,1,1,0.2837837837837838,0.7000000000000001,0.4306732665840542,0.3333333333333333,1,-1,0.13611139863856997,0,0.0003738278316125141,0.32307692307692304,0.2126423425517081
0.42400000000000004,0,1,0.3243243243243243,0.2,0.3995181868463009,0.0,-1,-1,0.43397059419174533,0,0.00010879808264164685,0.0857142857142857,0.20279456193353473
0.65,2,1,0.24324324324324326,0.9,0.4232417632194809,0.0,-1,1,0.11492467530649175,0,0.00043507026071485354,0.44999999999999996,0.3305324773413897
0.7419999999999999,1,1,0.13513513513513514,0.9,0.6156903785118493,0.3333333333333333,-1,1,0.5064951702887626,1,0.0001436614830769614,0.5785714285714285,0.49707326283987907
0.5559999999999999,1,0,0.16216216216216217,0.9,0.5275101536245255,0.3333333333333333,1,1,0.370823163612125,0,0.0001681121462128153,0.5399999999999999,0.38247734138972805
0.636,1,0,0.25675675675675674,0.6000000000000001,0.6690541167531407,0.0,1,-1,0.5781887670272511,0,0.00013675746451134214,0.29189189189189185,0.3139748509839143
0.31199999999999994,0,0,0.3108108108108108,0.1,0.0,0.3333333333333333,1,-1,0.1587887643269932,0,0.0,0.04390243902439024,0.17806351779529883
0.348,1,0,0.1756756756756757,0.8,0.42973077236259555,0.0,1,-1,0.9986644224523442,1,5.085745577061073e-05,0.46451612903225803,0.28659487379397725
0.6980000000000001,1,1,0.21621621621621623,0.4,0.7380439205416033,0.3333333333333333,1,-1,0.6041721984449514,0,0.0001443719371246503,0.21176470588235288,0.3735671761151591
0.9560000000000001,0,1,0.21621621621621623,0.8,0.5158801328459695,0.3333333333333333,-1,-1,0.19061915412921931,0,0.0003197814682177872,0.42352941176470577,0.4638350808601386
0.648,2,1,0.2837837837837838,0.6000000000000001,0.4790527500627845,0.0,-1,-1,0.5006446615651794,0,0.0001130853782558426,0.27692307692307694,0.29560771554729254
0.612,0,0,0.2837837837837838,0.6000000000000001,0.0,0.3333333333333333,1,-1,0.7053588617712991,0,0.0,0.27692307692307694,0.28462700441552397
0.668,1,0,0.40540540540540543,1.0,0.5037281072964725,0.0,1,1,0.9906835102752312,0,6.0095063974779114e-05,0.37499999999999994,0.2234705438066465
0.5499999999999999,0,0,0.13513513513513514,0.30000000000000004,0.0,0.0,-1,-1,0.9182618440061026,0,0.0,0.19285714285714284,0.41550226586102723
0.16399999999999992,0,1,0.3243243243243243,0.9,0.6082288231050306,0.0,1,-1,0.5513209511508349,1,0.0001303826560240194,0.3857142857142857,0.12915407854984895
0.398,0,0,0.4594594594594595,0.1,0.0,0.0,-1,1,0.04312646857774917,1,0.0,0.03461538461538462,0.13562485475249825
0.5499999999999999,1,1,0.5135135135135136,0.0,0.5919026326585428,0.0,1,-1,0.2340848551036624,1,0.0002987944129502632,0.0,0.14997167673716016
0.9560000000000001,0,0,0.3108108108108108,0.7000000000000001,0.0,0.3333333333333333,1,-1,0.8569177856485293,0,0.0,0.3073170731707317,0.3649141551838479
0.84,0,1,0.08108108108108109,0.9,0.40585031954607553,0.0,1,-1,0.836303717004974,0,5.735545524158946e-05,0.6749999999999999,0.6477530211480362
0.816,0,0,0.21621621621621623,0.30000000000000004,0.0,0.3333333333333333,1,1,0.6211322181268311,0,0.0,0.1588235294117647,0.4148524968899947
0.89,1,0,0.2027027027027027,0.9,0.5215760311288141,0.0,1,1,0.5746730312744868,0,0.00010726449331473598,0.49090909090909085,0.45760093380939293
0.674,0,1,0.27027027027027034,0.9,0.4885285097228122,0.0,1,1,0.17800349933418638,0,0.00032428215720821027,0.4263157894736842,0.31456710128796306
0.672,0,1,0.09459459459459457,0.1,0.0,0.3333333333333333,-1,1,0.08224680456983641,0,0.0,0.072,0.5372809667673716
0.878,1,1,0.2837837837837838,0.7000000000000001,0.4975265455388681,0.3333333333333333,1,1,0.6220569064345645,0,9.452542774648325e-05,0.32307692307692304,0.36576225888914704
0.47799999999999987,1,0,0.4324324324324324,0.5,0.5775055920114817,0.3333333333333333,1,1,0.17466493050086282,0,0.0003906694570263068,0.18,0.16470543806646526
0.22199999999999998,1,0,0.21621621621621623,0.5,0.25374417955911904,0.0,-1,1,0.8389436191156254,0,3.5746726249783645e-05,0.2647058823529411,0.20702639061666966
0.574,0,1,0.2972972972972973,0.2,0.5319414747238611,0.0,-1,1,0.46581328516873355,0,0.00013495871475923963,0.09,0.2633213746223565
0.46799999999999986,2,0,0.40540540540540543,0.2,0.849532971733663,0.0,1,-1,0.3757842373946712,1,0.000267163853496026,0.07499999999999997,0.17390483383685795
0.45799999999999985,2,0,0.22972972972972977,0.1,0.5161073964333488,0.3333333333333333,-1,1,0.04290034698313688,1,0.0014200263786631386,0.051428571428571414,0.2780211480362538
0.8119999999999999,1,1,0.35135135135135137,1.0,0.547840320346799,0.0,1,-1,0.9477521103265361,0,6.83180771349763e-05,0.40909090909090906,0.29322301565503983
0.626,0,1,0.21621621621621623,0.7000000000000001,0.0,0.3333333333333333,1,1,0.9021644567056153,0,0.0,0.37058823529411766,0.34837613293051356
0.664,0,0,0.3378378378378379,0.5,0.5016057714907276,0.0,1,1,0.9666260627889962,0,6.133112683697126e-05,0.2093023255813953,0.26178599030422256
0.886,2,1,0.4594594594594595,0.2,0.0,0.0,1,-1,0.79563718335101,1,0.0,0.06923076923076923,0.247262084592145
0.682,0,0,0.1756756756756757,0.5,0.16307637096798946,0.0,1,-1,0.6310715673346804,1,3.054045564046159e-05,0.29032258064516125,0.4147622064126303
0.2699999999999999,2,0,0.040540540540540515,0.5,0.4510086944065617,0.0,1,1,0.27067544950542777,0,0.00019690016693057436,0.42857142857142855,0.4339123867069484
0.57,2,0,0.14864864864864863,0.8,0.5512076237806355,0.3333333333333333,1,-1,0.705387014459881,0,9.235385763811726e-05,0.49655172413793097,0.4053937910198977
0.6,0,1,0.25675675675675674,0.5,0.42633716342758926,0.0,-1,-1,0.12242894196395754,0,0.0004114022567129556,0.24324324324324323,0.3024005878990774
0.7699999999999999,0,1,0.35135135135135137,0.9,0.4809985998697719,0.0,1,-1,0.37415953223532844,0,0.00015192271979510733,0.36818181818181817,0.2818679620983246
0.132,0,1,0.1891891891891892,0.0,0.0,0.3333333333333333,-1,1,0.004336864170528285,0,0.0,0.0,0.19373111782477342
0.8079999999999999,2,0,0.1891891891891892,0.7000000000000001,0.0,0.3333333333333333,1,-1,0.4475885947107949,0,0.0,0.39374999999999993,0.4450292673716012
0.37,0,0,0.40540540540540543,0.9,0.0,0.0,1,-1,0.7494776251131983,1,0.0,0.33749999999999997,0.14961763595166166
0.7319999999999999,2,1,0.3243243243243243,0.8,0.0,0.3333333333333333,1,-1,0.9040305349160845,0,0.0,0.3428571428571428,0.2900302114803625
0.378,0,1,0.25675675675675674,0.2,0.5086112453068097,0.0,1,-1,0.49322030253889243,0,0.00012187004284721906,0.0972972972972973,0.23102596554258187
0.5279999999999999,0,0,0.3378378378378379,0.6000000000000001,0.0,0.3333333333333333,1,1,0.5452018167735019,0,0.0,0.25116279069767444,0.22416215836436448
0.7119999999999999,2,1,0.527027027027027,0.7000000000000001,0.0,0.0,1,-1,0.08965646219213934,1,0.0,0.22105263157894736,0.17912227699157257
0.816,0,0,0.2027027027027027,0.7000000000000001,0.0,0.3333333333333333,-1,-1,0.41496407906955113,0,0.0,0.3818181818181818,0.4309255698983795
0.47199999999999986,2,0,0.13513513513513514,0.2,0.0,0.3333333333333333,1,1,0.4603228108284341,0,0.0,0.12857142857142856,0.3823640483383685
0.592,0,0,0.7432432432432432,0.6000000000000001,0.3876444416137246,0.0,-1,1,0.5235904028834754,0,8.749773110991272e-05,0.14794520547945203,0.09497992798907419
0.5619999999999999,1,0,0.2027027027027027,0.4,0.49122215318578155,0.0,-1,-1,0.5634337579238817,0,0.00010303704251125696,0.2181818181818182,0.3393641856632793
0.7339999999999999,2,0,0.05405405405405406,0.6000000000000001,0.40279401887834226,0.0,-1,1,0.42348034237269655,0,0.00011240698850529885,0.49090909090909085,0.6598290304861302
0.668,0,1,0.16216216216216217,0.2,0.0,0.3333333333333333,1,-1,0.417351057025946,0,0.0,0.12000000000000001,0.4268882175226586
0.9,0,0,0.4189189189189189,0.7000000000000001,0.4304829901255925,0.0,-1,-1,0.23559014885921603,0,0.000215921094349932,0.2571428571428571,0.27287440656020717
0.7419999999999999,2,0,0.24324324324324326,0.2,0.0,0.3333333333333333,1,1,0.5348821812483092,0,0.0,0.09999999999999998,0.36093277945619345
0.666,2,1,0.14864864864864863,0.0,0.5328972014095446,0.0,1,-1,0.27788133766774725,1,0.0002266190967756965,0.0,0.4447728930096885
0.62,1,1,0.1756756756756757,0.9,0.49896653258699586,0.3333333333333333,1,1,0.6993810408894049,0,8.43188240811969e-05,0.5225806451612903,0.3909706656271318
0.7079999999999999,1,0,0.08108108108108109,0.7000000000000001,0.4505184555211242,0.0,1,-1,0.8125370972927914,1,6.553018209445512e-05,0.525,0.5823262839879152
0.5299999999999999,2,0,0.3108108108108108,0.9,0.43449206807433255,0.0,1,-1,0.9825357321624214,0,5.2264986218783166e-05,0.3951219512195121,0.24131419939577037
0.634,2,0,0.2837837837837838,0.2,0.0,0.3333333333333333,1,-1,0.20356774071923867,1,0.0,0.0923076923076923,0.29133743899604925
0.664,1,1,0.08108108108108109,0.9,0.2308898007155017,0.3333333333333333,-1,-1,0.2656389685214938,0,0.00010271201266318795,0.6749999999999999,0.5605173716012085
0.2679999999999999,0,0,0.14864864864864863,0.4,0.518594581568955,0.0,1,-1,0.8201098704926321,0,7.473571747365747e-05,0.24827586206896549,0.28151369934368164
0.5559999999999999,1,1,0.12162162162162166,0.5,0.3819339158779567,0.3333333333333333,1,-1,0.7800013901327576,0,5.7871340799746336e-05,0.3333333333333333,0.4378147029204431
0.2599999999999999,1,1,0.35135135135135137,1.0,0.5165785439020282,0.0,1,-1,0.02730820793385768,1,0.002231136679192759,0.40909090909090906,0.1439851689096402
